"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2016","2016",18907281.74,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2017","2017",19443655.28,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2018","2018",20523754,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2019","2019",21837654.28,"B","Break"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2020","2020",22365343.81,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2021","2021",23306254.33,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2010","2010",12418659.9,"B","Break"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2011","2011",13018563.21,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2012","2012",14433725.5,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2013","2013",15194816.6,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2014","2014",16366902.46,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2015","2015",19296341.46,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2016","2016",20838963.72,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2017","2017",21586107.92,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2018","2018",22430996.1,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2019","2019",22924925.45,"B","Break"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2020","2020",24017756.71,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2021","2021",24686591.69,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2010","2010",5262594.79,"B; D","Break; Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2011","2011",5577310.68,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2012","2012",6039363.47,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2013","2013",6833408.8,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2014","2014",7213617.62,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2015","2015",7854557.13,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2016","2016",8546376.34,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2017","2017",9363296.92,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2018","2018",10184032,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2019","2019",10802542.33,"B; D","Break; Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2020","2020",11198459.29,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISL","Iceland","2021","2021",11348382.33,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2010","2010",181826,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2011","2011",176718,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2012","2012",176718,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2013","2013",173646,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2014","2014",164896.1,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2015","2015",162319,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2016","2016",159724.86,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2017","2017",165822,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2018","2018",167728.88,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2019","2019",171478.56,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2020","2020",172881.69,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2021","2021",174425.98,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2010","2010",46012,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2011","2011",53161,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2012","2012",51792,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2013","2013",51202,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2014","2014",51657,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2015","2015",50636.7,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2016","2016",50817.26,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2017","2017",51170.26,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2018","2018",51175.47,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2019","2019",51274.11,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2020","2020",57030,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","IRL","Ireland","2021","2021",56425.69,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2010","2010",73274,"B","Break"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2011","2011",71672,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2012","2012",71682,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2013","2013",71791,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2014","2014",71715,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2015","2015",70181,"B","Break"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2016","2016",70181,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2017","2017",70181,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2018","2018",70181,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2019","2019",70386,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2020","2020",81460,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2021","2021",77891,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2010","2010",30567,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2011","2011",30631,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2012","2012",30631,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2013","2013",30631,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2014","2014",30631,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2015","2015",27894,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2016","2016",27894,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2017","2017",27894,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2018","2018",29305,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2019","2019",29161,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2020","2020",29223,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ITA","Italy","2021","2021",29223,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","JPN","Japan","2010","2010",4559478.85,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","JPN","Japan","2012","2012",4519039.38,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","JPN","Japan","2014","2014",4581739.39,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","JPN","Japan","2016","2016",4643253.65,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","JPN","Japan","2018","2018",4648764.46,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","JPN","Japan","2020","2020",4779928.68,"E; B; D","Estimated value; Break; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2010","2010",51136285,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2011","2011",62719637,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2012","2012",61749831,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2013","2013",64271262,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2014","2014",67117636,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2015","2015",68796520,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2016","2016",76695657,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2017","2017",75178779,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2018","2018",77978475,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2019","2019",83597063,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2020","2020",88478182,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2010","2010",123634976,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2011","2011",131194297,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2012","2012",138300808,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2013","2013",143245559,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2014","2014",146903467,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2015","2015",151032756,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2016","2016",158241120,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2017","2017",165480980,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2018","2018",172685851,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2019","2019",182660812,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2020","2020",189299387,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2010","2010",36424818,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2011","2011",38148767,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","KOR","Korea","2012","2012",39367483,,
